mint,year,cls,decon,creator_allocation_t0,top5_concentration_wend,creator_time_to_first_sell_s,authority_revoked_in_window,n_early_holders,insider_funded_early_holders,freezable,mintable,nontransf,thook,creator_prior_launches,creator_prior_hard_rugs,creator_prior_rug_rate,creator_days_since_prev_launch,creator_first_seen
CP1KFKft4HtvNgNx5PDPrsmZbBs9fDFoVbJAKfiRAUde,2024,honest_candidate,soft_rug,-1.0,0.996877350117967,33.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
gYgUiBNGMgHiKC2aReo12JTp5rJP4WpR892hFcbpump,2024,honest_candidate,honest_candidate,0.0,0.9999945620034403,-35.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
36gmCN9HLE5s6j8FdEYUCywByZU2KKKYy3UnAShmpump,2024,honest_candidate,honest_candidate,9.264134359397422e-05,0.9955577007648939,-1.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
DKQpAd288VT4pLS4qiZvoqHqRgqm72PTfxBCwahjpump,2024,honest_candidate,soft_rug,0.0,1.0,-53.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,92.0,45.0,0.4891304347826087,6.073726851851852,0.0
C52svWnbfGwG9579FUeGY3VcFL7EzX38UFvY8n6xpump,2024,honest_candidate,honest_candidate,0.0,1.0,-56.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,91.0,45.0,0.4945054945054945,9.313935185185185,0.0
32arrmeCMusDt2g26wKcY1ujzHjnGqGLT3GnDj5fZpyj,2024,honest_candidate,soft_rug,-1.0,0.9975222995828336,-56.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,63.0,38.0,0.6031746031746031,1.0827777777777778,0.0
Ca1e3gpWfH6r8G2i9qMQx83Aqoz5uP2x8PuYYpaDvjFp,2024,honest_candidate,honest_candidate,0.0,1.0,-1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
5r4qC9niqqUhjMDsBkJBXTpKob6n3LGbD44jwHFpEFuV,2024,honest_candidate,honest_candidate,-1.0,0.7701641374157018,-48.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
AG7e5ib8H5xJ4zAk4A4qNgtvSR9iNGWLrQDVc4YNK4jR,2024,honest_candidate,honest_candidate,-1.0,-1.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
42aBQ9wfV1KrAC3gpepR6DDYqDc7vgqqrDDGc1EhAjnE,2024,honest_candidate,honest_candidate,-1.0,-1.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
FB4EdFXVZ4tbZ3NLDwjLPedHTfMXgAkDeR6C8ZFA8jqH,2024,honest_candidate,honest_candidate,-1.0,1.0,-60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,56.14277777777778,0.0
9c5zrjasai21tLKFzKKGUn8KBC5X7ZjaFoHsPvxW3E38,2024,honest_candidate,honest_candidate,-1.0,-1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,40.0,0.5555555555555556,3.4874074074074075,0.0
67LhKQjYvDwFVLy8aaexyVXDGsEWxHQbJFvmgcEZcibx,2024,honest_candidate,soft_rug,0.0,1.0,-59.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,78.0,40.0,0.5128205128205128,4.165173611111111,0.0
6UtpLrkgrquXkyc7DQdm9pn7Wus2UMRAmNpKmpHQ6eJw,2024,honest_candidate,soft_rug,0.9996668443112942,1.0,-6.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,77.0,40.0,0.5194805194805194,1.2683912037037037,0.0
DPRMg2eQwvWNaNAnBZAtNrFjgZf7Sa7jDzwdzJK3gkNr,2024,honest_candidate,honest_candidate,4.479477091048521e-06,0.9069412836519267,-1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
HK8abySfecCVXmM449EQV5VWqJtB7cDbDAxC2waHn1zN,2024,honest_candidate,honest_candidate,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,34.0,0.68,2.6628935185185183,0.0
D8Ju97fPab1DNDnJ6Ajq34hNhTYoFuRNZezKFo3bpump,2024,honest_candidate,honest_candidate,-1.0,-1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,65.63350694444445,0.0
42KmnheUHt3UaQFoAKnipLgBJ1Zm427heJdQcHGPtnjc,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
4dWL1bRzyqJHKecABTzXuhAvHobwPiDkM7eWcKYJhiLR,2024,honest_candidate,honest_candidate,-1.0,1.0,-1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
F1t3SMJSNsncDhdL7KvTx2PqA5fx9EtTFMUF1fz91Jar,2024,honest_candidate,honest_candidate,0.0,-1.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105.1394675925926,0.0
AdbcPrsPMHzQ3T5qB2QyLWXqPAXNU9XCZVHxYravuywt,2024,honest_candidate,honest_candidate,0.0,0.9999062256055039,-1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
GC9Z2SrGCbWtejHAbfnYCiWcXBqTSN4ruejfYWWHQMZs,2024,honest_candidate,honest_candidate,-1.0,-1.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
7rNMpuTMbMGWTfJLxLfvvJYG1GuxKTuKyr9VVt8Ra8iY,2024,honest_candidate,honest_candidate,-1.0,0.7255388386894606,-60.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
BVheg64DJXsRJUA5XSvGhV4XfXR1DWSDA484h4VCULZj,2024,honest_candidate,honest_candidate,-1.0,1.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
BL5Q2B7zFm3dd5qbjwufmFcJ5Ha8qFd5Xm8DdyhGQchv,2024,honest_candidate,honest_candidate,-1.0,-1.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
2kdKMZoUG8GT9Be4KLnqfuLDk8skD4k15h35nYBA4ykD,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
BYj4B3kUPdHjQNM2tLW5iwq2QcVQkvTmmJ8qA3mmiSM2,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
J5iTL6j7d3xv1fvkqetTwSRa7EGFxq1G23btz2ruqTF6,2024,honest_candidate,honest_candidate,0.0,0.9996242624307394,-1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
HBNxaTX1xy4W7WRZyQrTVXfZbboWa7hWWXbUZ6SSpump,2024,honest_candidate,honest_candidate,-1.0,1.0,-13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,105.0,50.0,0.47619047619047616,1.6707175925925926,0.0
EEXFVvTdHYV89K36UDnmdh2KgEYHAcYT8Cgu45rgTACZ,2024,honest_candidate,honest_candidate,-1.0,-1.0,-55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,50.0,0.49019607843137253,0.7649421296296296,0.0
EeSSpFMqEsgjFVMWBiTXkdAiJwWNSSkkZsmHeg8nEUiM,2024,honest_candidate,honest_candidate,-1.0,1.0,-59.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
AMDVmNQL5PVpaKyizYSZGCZnnyHCLJYC5JGDrQRoyNRS,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
914FM2PwGjufiUiLvbNS3ip6VJvk6QJ5VKHL4gmubYU8,2024,honest_candidate,honest_candidate,1.0,0.9999999001098631,-1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
4iEkSPpXxjsD6fRY9UmCGX73NJch5yakPzYt6McLpump,2024,honest_candidate,honest_candidate,-1.0,0.9880595227744741,-41.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,76.23082175925926,0.0
4q3rLoSVjE5GUkd5ugjLP8SrDdsuG2DjjQMqt1sciLmA,2024,honest_candidate,soft_rug,0.0,1.0,-47.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,71.0,40.0,0.5633802816901409,2.082013888888889,0.0
HRB9ttwJnxVowHiFXs1Nqh4wKxDeG5skS3YYVnmeCXxr,2024,honest_candidate,honest_candidate,-1.0,1.0,-56.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,34.0,0.6538461538461539,1.6344328703703703,0.0
7FzYDUjZKPyxArWATtf7Y8Sh2QR4X76j1ybYa1Ahpump,2024,honest_candidate,honest_candidate,0.0,1.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
6Bo47uAVerbvrSYvkRRpzFQD38xxEXBXEdXFqS9WKbxw,2024,honest_candidate,honest_candidate,0.0,1.0,-1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
2E6SSuVKVrQ6113KpWvzvhfY9yQ647E83V6e656fpump,2024,honest_candidate,honest_candidate,0.0,0.05555555555555555,-58.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,100.0,49.0,0.49,5.23431712962963,0.0
gHktYWXmHEfNraKe6pUxbMxVNgWCEZDWLRoctCfpump,2024,honest_candidate,honest_candidate,0.0,1.0,-47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,39.0,0.582089552238806,3.0894675925925927,0.0
2CtYn6KZLqfZwTi4QYceoivKGzCgMmCmwYdqUAQ42TFX,2024,honest_candidate,honest_candidate,-1.0,1.0,-52.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,62.0,38.0,0.6129032258064516,0.03791666666666667,0.0
H7khEVsSy8Jiw5LZFJNZoVREqa5RfGjBhCBCnSk8Ex6T,2024,honest_candidate,soft_rug,1.0,1.0,731.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
99s2KPC7Bj3zzHBUREqdQhHphmYm6F8UzRokBgDXoYGD,2024,honest_candidate,soft_rug,0.0,1.0,-60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,79.0,40.0,0.5063291139240507,1.2538078703703703,0.0
8C3sRWnqToyjM7enYzatQBf1eyUbiGqHueXT8E7opump,2024,honest_candidate,honest_candidate,-1.0,1.0,-24.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
BgE77ri345DfxANr9J73ZKQjoJ5iwzLi7fyrusthFftK,2024,honest_candidate,soft_rug,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,66.0,39.0,0.5909090909090909,3.114375,0.0
78wz5WVzVuc9AssLsudgFZRV6SL7Yz2uVQiYX1yFaGF2,2024,honest_candidate,honest_candidate,-1.0,-1.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,27.0,0.6585365853658537,13.784201388888889,0.0
4rVJEV6FFkoT2HcWMo4Kswh8YaajP965ZF2vNwoaNvsg,2024,honest_candidate,honest_candidate,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
FbUy1NubUtCfoif7TAr6wAtJVJFapYUVWxRGmUwvKNyS,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
CUM4gccKdaPiyaEU8YX13ZFufPA2MFqyk3zUnVa7p11p,2024,honest_candidate,honest_candidate,0.0,0.9869548002884048,-45.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,75.0,40.0,0.5333333333333333,0.38197916666666665,0.0
CH6hfa6CgB5WJ42XNn9XvrpY3shyghpqEGyNucWZEsJG,2024,honest_candidate,honest_candidate,-1.0,0.9999925125265353,-42.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
Eda9kfeBquJ2ua3c2MY797VRfvfrQdH7UosdcQzGpump,2024,honest_candidate,soft_rug,1.0,1.0,1186.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
Goi7V2ArUunrQnxcwVoujj3nGipd3HgMzUrSBptSpump,2024,honest_candidate,soft_rug,0.0,1.0,-57.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,69.0,40.0,0.5797101449275363,2.962337962962963,0.0
HJgHiNNUaRLyaviSUQvaYgXz8XhvMvGqCLfkyw3FSJeP,2024,honest_candidate,honest_candidate,1.0,1.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
EDavhezsuNnhdoAKPExWaMtnuhq6FVqoBYnyFEJLLBqC,2024,honest_candidate,honest_candidate,0.0,-1.0,-58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,37.0,0.6271186440677966,6.660555555555556,0.0
BavQwE7ResVDtbCmcBGnzPEFCqGejB5SatyUaqcMpump,2024,honest_candidate,soft_rug,1.0,1.0,448.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
GiRL3xzhN1D2upsBALxaiCCuj23m4P5yNKYAH3zNcz9v,2024,honest_candidate,honest_candidate,-1.0,-1.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.259050925925926,0.0
AVm6WLmMuzdedAMjpXLYmSGjLLPPjjVWNuR6JJhJLWn3,2024,honest_candidate,soft_rug,-1.0,1.0,219.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
xHWKW3Yyji9xe6FnTmDqu3rBApt3Ysu5ysywUA85Len,2024,honest_candidate,honest_candidate,0.0,1.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
CgxezHrGAp5uH11XqrkuzuhtWLb1VKvpq2XuNyrtpump,2024,honest_candidate,honest_candidate,-1.0,1.0,-44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,47.444583333333334,0.0
A7ziTBUfNJjWE2EA84EbdUL9Ks8KiTnK92vvWvJXpump,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
9xYeZDHEwyuqJmqrTourbFRaxN2qhkYesnz3iQ3FPz4r,2024,honest_candidate,honest_candidate,-1.0,-1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
A7EbRDA3SF7vEBFsuKrnmg5CgRErPpV1vrJFXFMPpump,2024,honest_candidate,honest_candidate,-1.0,-1.0,176.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0,50.0,0.4854368932038835,2.412511574074074,0.0
Dc5kmH6Q4kuvVdLiVNYPMXj1HDpTrWxT56F6Sr6shn9V,2024,honest_candidate,honest_candidate,0.0,0.9996947934958157,-1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
EJyaqmhRmjbdC9xi9Yj3dzDfWHdiRZdUrowfkFdZsc2B,2024,honest_candidate,honest_candidate,-1.0,-1.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,37.0,0.6379310344827587,17.50994212962963,0.0
3kEeXXSjPmLzuTmmTJGDCBbdB8Ng87opae5xg4iSpump,2024,honest_candidate,honest_candidate,-1.0,-1.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
9HvM3nS2eDKWxNvi8vSFXRhHA1xhDW33rt4ZA1bE1DbV,2024,honest_candidate,honest_candidate,0.0,0.01939298098292453,-60.0,0.0,1173.0,3.0,0.0,0.0,0.0,0.0,93.0,45.0,0.4838709677419355,1.7412962962962963,0.0
2erZCPbQBobsFV23Z18J8aSfrV3QJ1RB8Ge9jhKjTL9m,2024,honest_candidate,honest_candidate,-1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
E5LNFX8C53w6B9wnfRvo45Dy5PHVQYGRWDTWxgrUpump,2024,honest_candidate,honest_candidate,0.0,1.0,-44.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,0.5714285714285714,2.1936805555555554,0.0
AM9BM3VNUh758fxkWPj6Gg14rGoW19YTnmZohV85e835,2024,honest_candidate,honest_candidate,0.0,1.0,-48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
2NVghefqf3M2WHJGd2opN6jVCa24yCXhsR2V1YmUkt3U,2024,honest_candidate,honest_candidate,-1.0,1.0,-42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,95.0,46.0,0.4842105263157895,1.7092013888888888,0.0
5YcFMa46zbLxtJKuvM7umMDuskTYzszYKPVZVkr5wQNW,2024,honest_candidate,honest_candidate,-1.0,-1.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.720416666666665,0.0
nauTSD9gbhBoR1npXBKfN1zp9nj92cTcADmvitjFFca,2024,honest_candidate,honest_candidate,1.0,0.999695277520844,-1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
JDfCRuKX63x6UBS19MrCnBCqSHibudEp1inDCWYJ42xU,2024,honest_candidate,honest_candidate,-1.0,-1.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,43.0,0.5,5.8528125,0.0
Dp6op4Z7KFaDYtgLqqPdw6obRrypGVquidnDrr5jpump,2024,honest_candidate,honest_candidate,0.0,1.0,-59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
3YaKBKoCe7d2FMCDmuZXYQMhJ5TRN1gZKWuQfS1Z2zx6,2024,honest_candidate,honest_candidate,-1.0,1.0,218.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
54y5AoY8KPxT5puB5Jie3ubX9Pz2g1UsNf4Ci8BjHvBe,2024,honest_candidate,soft_rug,-1.0,1.0,-46.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,73.0,40.0,0.547945205479452,1.2216087962962963,0.0
12WRu4BdJk1yM3Nk433yg3S9GnxniUdueeu29iMPpump,2024,honest_candidate,honest_candidate,0.0,0.9857590003591398,-60.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,96.0,46.0,0.4791666666666667,3.2284953703703705,0.0
39gG4vRKt925wDff8yFaFhFZQKWkGPgN7cvJS7ouB6F8,2024,honest_candidate,honest_candidate,-1.0,-1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
2YoHne7nbU2t9Cbkvj2Du3Gw87XayzTJ8cG8pkrbpump,2024,honest_candidate,soft_rug,0.0,1.0,-60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,40.0,0.5,1.1632291666666668,0.0
CGNgNXHs2EHMQy9pj2fenSiXG7SoTCipNG3a3qczjNTB,2024,honest_candidate,honest_candidate,-1.0,-1.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
H1hSjQXs9PHeRF2MsqDfzsAzJQcw9NR3UMjU5ipEpump,2024,honest_candidate,honest_candidate,0.0,1.0,-16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,44.0,0.5,5.638414351851852,0.0
28gBfdqoTdbVJnmqZK4hg9rZ7RGJk4Ru37VrbA15pump,2024,honest_candidate,honest_candidate,0.0,1.0,-60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,39.0,0.6,1.6341898148148148,0.0
59cR9Gbw59ijsFkBdUKoxqBvrfFugSqGWW1sUWkKBdhg,2024,honest_candidate,honest_candidate,-1.0,1.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
exRqAuXs967fDkymNXo4eqZEQihEubstBCXPXxwpump,2024,honest_candidate,honest_candidate,0.0,1.0,-31.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,81.0,40.0,0.49382716049382713,5.515324074074074,0.0
8o5EWiQYrg4xqT4E1zTkMKBGMjjLs2p3cMcojWQfpump,2024,honest_candidate,honest_candidate,-1.0,1.0,-57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,38.0,0.6229508196721312,0.9304745370370371,0.0
394NHuubyRXDrxp2HhK8wGV4qcpaqMi4392SgcZSEyhf,2024,honest_candidate,soft_rug,-1.0,1.0,-53.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,54.0,34.0,0.6296296296296297,12.321284722222222,0.0
3MhXh7XR6mLzXzcxpAsj9qLzdmoKs7txbD5KsKbZ741b,2024,honest_candidate,honest_candidate,-1.0,-1.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
8o47HJsvFAaUpAFTcJfDnbinjaRWRsWpphCXNpphVias,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
2YJH1Y5NbdwJGEUAMY6hoTycKWrRCP6kLKs62xiSKWHM,2024,honest_candidate,honest_candidate,-1.0,1.0,304.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
BsvrN4e76s3yY9J7YXNZC6bqiaafvjmxt5MKcnn1pump,2024,honest_candidate,honest_candidate,-1.0,1.0,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
A4QGrXZWLoEWSoe9H9gJmbj1G2rUSLzreLuVBU3GR1mx,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
GT7ksoBf5XpceDEitBNbay7U13zqwbh6HtDiMpU9pump,2024,honest_candidate,soft_rug,0.0,1.0,-58.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,104.0,50.0,0.4807692307692308,1.2965625,0.0
Bfbx6LdftKebYUtLFGQYkHHZvLZT9pkAC8euDwDKnELU,2024,honest_candidate,honest_candidate,1.0,-1.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
EKTuVc5eyWkHMEKJW8q87GsdgBWPYJr8mupcjPt2iXFn,2024,honest_candidate,honest_candidate,0.0,0.9970666014043343,-59.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
BtVaNVWwmwYduooHqZiRctiqMDZN9nWYFcLFhMstfgb3,2024,honest_candidate,honest_candidate,-1.0,1.0,-38.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,49.0,34.0,0.6938775510204082,3.1582523148148147,0.0
7KhMizRZWzZZytUbm1wem3nDKpTPt1u4HFCS6uGQdXxq,2024,honest_candidate,honest_candidate,0.3523991333769914,0.9746810546086231,-1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
6y56NYaUtKtjT5LKrVvZ3rsLnKyQ96phU3ckSARUkNax,2024,honest_candidate,honest_candidate,-1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,34.0,0.6415094339622641,11.367465277777777,0.0
3ekvLri6q3xtTcVFxvqVjWyxMfy9gSR54J1nByUSKB1b,2024,honest_candidate,soft_rug,-1.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,74.0,40.0,0.5405405405405406,1.0014930555555555,0.0
CBbZ4VD6UxiJjGJzTau5wdTWdNK9LixByU1dcvNjvaZj,2024,honest_candidate,honest_candidate,0.0,1.0,-1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
4Fa1Th2gCei9EreeqsRrwa2E24vPwaDG7tdzGj4b8vrZ,2024,honest_candidate,honest_candidate,0.0,1.0,-1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
GF4ZjBfyUwT8b3gAnjAuFx7CUwGeaFojxUdMuMzt8xRQ,2024,honest_candidate,honest_candidate,-1.0,1.0,344.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
9ZFjHvmF3jJKhiK9pzjo6Yt7GNJJo6NsxxWZmbsECETA,2024,honest_candidate,honest_candidate,-1.0,1.0,-25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.603946759259259,0.0
RbGfgq58ch7MpLiiyRRNbBhURUfMZj5um8MhvKpWjFj,2024,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,0.5,2.377013888888889,0.0
BsQvDWQ4mKWarKAG2HWfbGa9aM25KagUsBhyDC3QN5PS,2024,honest_candidate,soft_rug,1.0,1.0,310.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
7wXiLMmRzD21cDR1pvgneiYGqr5ZRbuwehccGKexEnzr,2024,honest_candidate,honest_candidate,-1.0,1.0,-13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
7kvwLGSo9HkamnQSigZDz23Ydvb4D55Lm7qjFMJUgu3k,2024,honest_candidate,honest_candidate,-1.0,-1.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,34.0,0.6666666666666666,3.2720949074074075,0.0
8oaqwLABM5vscmNWQkMRNUoQ653fED8yYazNjbTHWUEa,2024,honest_candidate,honest_candidate,-1.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,0.675,1.8668055555555556,0.0
4WQ81e9XgPNvHMRZJ9ttWNnQpWxetDWBW8Aspgt9KcFo,2024,honest_candidate,honest_candidate,0.0,0.999751817287619,-1.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
E4HveXsrmcwSWjsECFUjfc5cTW39gnYfAU3ZWZ7hpump,2024,honest_candidate,honest_candidate,1.0,1.0,88.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
